title,author,rating,details,num_reviews,num_ratings,publish_date,genres,description,image_url
"The 5th Wave (The 5th Wave, #1)",Rick Yancey," 4.01 avg rating — 462,942 ratings",/book/show/16101128-the-5th-wave,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128._SX50_.jpg
Snow Falling on Cedars,David Guterson," 3.86 avg rating — 188,766 ratings",/book/show/77142.Snow_Falling_on_Cedars,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479863528i/77142._SY75_.jpg
"Untamed (House of Night, #4)",P.C. Cast," 3.94 avg rating — 238,235 ratings",/book/show/2866718-untamed,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438037020i/2866718._SY75_.jpg
Everything is Illuminated,Jonathan Safran Foer," 3.89 avg rating — 180,831 ratings",/book/show/256566.Everything_is_Illuminated,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479774440i/256566._SY75_.jpg
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis," 4.01 avg rating — 282,614 ratings",/book/show/84369.The_Last_Battle,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308814830i/84369._SY75_.jpg
"I, Claudius (Claudius, #1)",Robert Graves," 4.24 avg rating — 67,934 ratings",/book/show/18765.I_Claudius,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657550972i/18765._SY75_.jpg
A Room with a View,E.M. Forster," 3.90 avg rating — 187,982 ratings",/book/show/3087.A_Room_with_a_View,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388781285i/3087._SY75_.jpg
"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket," 4.01 avg rating — 532,737 ratings",/book/show/78411.The_Bad_Beginning,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436737029i/78411._SX50_.jpg
Bleak House,Charles Dickens," 4.02 avg rating — 109,695 ratings",/book/show/31242.Bleak_House,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147i/31242._SY75_.jpg
The War of the Worlds,H.G. Wells," 3.83 avg rating — 321,396 ratings",/book/show/8909.The_War_of_the_Worlds,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644i/8909._SY75_.jpg
"The Elite (The Selection, #2)",Kiera Cass," 3.94 avg rating — 796,446 ratings",/book/show/16248068-the-elite,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068._SY75_.jpg
The Woman in White,Wilkie Collins," 4.01 avg rating — 156,618 ratings",/book/show/5890.The_Woman_in_White,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295661017i/5890._SY75_.jpg
The Complete Poems of Emily Dickinson,Emily Dickinson," 4.28 avg rating — 99,779 ratings",/book/show/112204.The_Complete_Poems_of_Emily_Dickinson,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549999503i/112204._SY75_.jpg
"A Discovery of Witches (All Souls, #1)",Deborah Harkness," 4.02 avg rating — 503,242 ratings",/book/show/8667848-a-discovery-of-witches,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525097370i/8667848._SY75_.jpg
"Chosen (House of Night, #3)",P.C. Cast," 3.91 avg rating — 247,277 ratings",/book/show/1326258.Chosen,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393192825i/1326258._SX50_.jpg
World War Z: An Oral History of the Zombie War,Max Brooks," 4.02 avg rating — 534,416 ratings",/book/show/8908.World_War_Z,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg
انتحار فاشل,أحمد جمال الدين رمضان," 4.57 avg rating — 3,161 ratings",/book/show/30528535,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754541i/30528535._SX50_.jpg
"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes," 4.15 avg rating — 800,029 ratings",/book/show/52439531-the-inheritance-games,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587396413i/52439531._SY75_.jpg
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien," 4.49 avg rating — 999,619 ratings",/book/show/222910.The_Two_Towers,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486871714i/222910._SY75_.jpg
Ugly Love,Colleen Hoover," 4.04 avg rating — 1,961,614 ratings",/book/show/17788401-ugly-love,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632597571i/17788401._SY75_.jpg
The God Delusion,Richard Dawkins," 3.90 avg rating — 271,088 ratings",/book/show/14743.The_God_Delusion,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347220693i/14743._SY75_.jpg
Sense and Sensibility,Jane Austen," 4.08 avg rating — 1,214,235 ratings",/book/show/14935.Sense_and_Sensibility,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675i/14935._SY75_.jpg
Brideshead Revisited,Evelyn Waugh," 4.00 avg rating — 116,726 ratings",/book/show/30933.Brideshead_Revisited,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438579340i/30933._SY75_.jpg
North and South,Elizabeth Gaskell," 4.15 avg rating — 172,686 ratings",/book/show/156538.North_and_South,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699604581i/156538._SY75_.jpg
Of Human Bondage,W. Somerset Maugham," 4.14 avg rating — 58,044 ratings",/book/show/31548.Of_Human_Bondage,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924695i/31548._SY75_.jpg
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice," 4.10 avg rating — 118,887 ratings",/book/show/11901.The_Witching_Hour,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327289387i/11901._SY75_.jpg
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas," 4.65 avg rating — 2,227,366 ratings",/book/show/50659468-a-court-of-mist-and-fury,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468._SY75_.jpg
"Unwind (Unwind, #1)",Neal Shusterman," 4.17 avg rating — 234,362 ratings",/book/show/764347.Unwind,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297677706i/764347._SX50_.jpg
العصبي,أحمد جمال الدين رمضان," 4.62 avg rating — 2,765 ratings",/book/show/30528544,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465754782i/30528544._SX50_.jpg
"The Iron King (The Iron Fey, #1)",Julie Kagawa," 3.88 avg rating — 214,399 ratings",/book/show/6644117-the-iron-king,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877670i/6644117._SY75_.jpg
"Unravel Me (Shatter Me, #2)",Tahereh Mafi," 4.13 avg rating — 592,449 ratings",/book/show/13104080-unravel-me,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622i/13104080._SY75_.jpg
"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind," 4.12 avg rating — 250,513 ratings",/book/show/43889.Wizard_s_First_Rule,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385248539i/43889._SY75_.jpg
Snow Crash,Neal Stephenson," 4.02 avg rating — 284,218 ratings",/book/show/40651883-snow-crash,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589842551i/40651883._SX50_.jpg
"Bloodlines (Bloodlines, #1)",Richelle Mead," 4.20 avg rating — 187,260 ratings",/book/show/8709527-bloodlines,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297199431i/8709527._SY75_.jpg
"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo," 3.93 avg rating — 988,420 ratings",/book/show/10194157-shadow-and-bone,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339533695i/10194157._SX50_.jpg
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson," 4.76 avg rating — 374,217 ratings",/book/show/17332218-words-of-radiance,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905768i/17332218._SY75_.jpg
Johnny Got His Gun,Dalton Trumbo," 4.20 avg rating — 44,900 ratings",/book/show/51606.Johnny_Got_His_Gun,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925458i/51606._SY75_.jpg
Vanity Fair,William Makepeace Thackeray," 3.80 avg rating — 129,245 ratings",/book/show/5797.Vanity_Fair,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344386439i/5797._SY75_.jpg
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke," 4.17 avg rating — 318,438 ratings",/book/show/70535.2001,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432468943i/70535._SY75_.jpg
The Left Hand of Darkness,Ursula K. Le Guin," 4.10 avg rating — 189,873 ratings",/book/show/18423.The_Left_Hand_of_Darkness,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423._SY75_.jpg
Far From the Madding Crowd,Thomas Hardy," 3.96 avg rating — 156,018 ratings",/book/show/31463.Far_From_the_Madding_Crowd,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631259654i/31463._SY75_.jpg
"Bared to You (Crossfire, #1)",Sylvia Day," 4.14 avg rating — 533,050 ratings",/book/show/20448515-bared-to-you,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433411511i/20448515._SY75_.jpg
"Torment (Fallen, #2)",Lauren Kate," 3.84 avg rating — 237,415 ratings",/book/show/7740152-torment,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152._SY75_.jpg
Macbeth,William Shakespeare," 3.89 avg rating — 921,116 ratings",/book/show/8852.Macbeth,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224i/8852._SY75_.jpg
"Cry, the Beloved Country",Alan Paton," 3.92 avg rating — 75,795 ratings",/book/show/6150.Cry_the_Beloved_Country,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344182368i/6150._SY75_.jpg
"Cannery Row (Cannery Row, #1)",John Steinbeck," 4.06 avg rating — 141,239 ratings",/book/show/4799.Cannery_Row,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388188936i/4799._SX50_.jpg
Much Ado About Nothing,William Shakespeare," 4.06 avg rating — 247,666 ratings",/book/show/12957.Much_Ado_About_Nothing,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885569i/12957._SY75_.jpg
"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray," 3.80 avg rating — 223,582 ratings",/book/show/3682.A_Great_and_Terrible_Beauty,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1284558475i/3682._SY75_.jpg
A Monster Calls,Patrick Ness," 4.35 avg rating — 270,700 ratings",/book/show/25480342-a-monster-calls,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430763000i/25480342._SY75_.jpg
Are You My Mother?,P.D. Eastman," 4.21 avg rating — 245,600 ratings",/book/show/197084.Are_You_My_Mother_,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389098758i/197084._SX50_.jpg
The Polar Express,Chris Van Allsburg," 4.32 avg rating — 242,366 ratings",/book/show/420282.The_Polar_Express,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638557399i/420282._SX50_.jpg
Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer," 4.24 avg rating — 517,766 ratings",/book/show/1898.Into_Thin_Air,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631501298i/1898._SY75_.jpg
Sarah's Key,Tatiana de Rosnay," 4.18 avg rating — 479,785 ratings",/book/show/556602.Sarah_s_Key,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438863728i/556602._SX50_.jpg
"The Wicked King (The Folk of the Air, #2)",Holly Black," 4.29 avg rating — 832,714 ratings",/book/show/26032887-the-wicked-king,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520620414i/26032887._SY75_.jpg
"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles," 4.04 avg rating — 260,976 ratings",/book/show/4268157-perfect-chemistry,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439792475i/4268157._SX50_.jpg
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery," 4.22 avg rating — 204,735 ratings",/book/show/77390.Anne_of_Avonlea,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305545757i/77390._SY75_.jpg
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan," 4.10 avg rating — 403,100 ratings",/book/show/7090447-the-red-pyramid,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661018382i/7090447._SY75_.jpg
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder," 4.21 avg rating — 293,383 ratings",/book/show/77767.Little_House_on_the_Prairie,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559209202i/77767._SX50_.jpg
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost," 4.13 avg rating — 159,603 ratings",/book/show/1421990.Halfway_to_the_Grave,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373855613i/1421990._SY75_.jpg
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare," 4.55 avg rating — 68,421 ratings",/book/show/6485421-the-mortal-instruments-boxed-set,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312016549i/6485421._SX50_.jpg
"The Summoning (Darkest Powers, #1)",Kelley Armstrong," 4.02 avg rating — 173,350 ratings",/book/show/2800905-the-summoning,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478986944i/2800905._SY75_.jpg
Just Listen,Sarah Dessen," 4.05 avg rating — 248,157 ratings",/book/show/51738.Just_Listen,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358270741i/51738._SY75_.jpg
"Chocolat (Chocolat, #1)",Joanne Harris," 3.96 avg rating — 126,969 ratings",/book/show/47401.Chocolat,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388674628i/47401._SY75_.jpg
I'll Give You the Sun,Jandy Nelson," 4.16 avg rating — 341,460 ratings",/book/show/20820994-i-ll-give-you-the-sun,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608612077i/20820994._SX50_.jpg
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas," 4.63 avg rating — 783,062 ratings",/book/show/28260587-empire-of-storms,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463107108i/28260587._SY75_.jpg
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder," 4.21 avg rating — 272,996 ratings",/book/show/8337.Little_House_in_the_Big_Woods,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621570121i/8337._SX50_.jpg
"Angelfall (Penryn & the End of Days, #1)",Susan Ee," 4.11 avg rating — 192,947 ratings",/book/show/15863832-angelfall,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464206558i/15863832._SY75_.jpg
Taming Flame,Therisa Peimer," 4.30 avg rating — 16,104 ratings",/book/show/61608233-taming-flame,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658244114i/61608233._SX50_.jpg
"Hyperion (Hyperion Cantos, #1)",Dan Simmons," 4.27 avg rating — 261,936 ratings",/book/show/77566.Hyperion,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405546838i/77566._SY75_.jpg
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis," 3.91 avg rating — 360,987 ratings",/book/show/84119.The_Horse_and_His_Boy,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703358949i/84119._SX50_.jpg
Cutting for Stone,Abraham   Verghese," 4.32 avg rating — 396,784 ratings",/book/show/3591262-cutting-for-stone,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553715166i/3591262._SX50_.jpg
"Sabriel (Abhorsen,  #1)",Garth Nix," 4.17 avg rating — 210,710 ratings",/book/show/518848.Sabriel,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293655399i/518848._SY75_.jpg
The Last Lecture,Randy Pausch," 4.26 avg rating — 349,942 ratings",/book/show/40611510-the-last-lecture,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529682044i/40611510._SX50_.jpg
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson," 3.66 avg rating — 358,163 ratings",/book/show/49436.Three_Cups_of_Tea,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395407074i/49436._SY75_.jpg
"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman," 4.10 avg rating — 518,198 ratings",/book/show/36336078-call-me-by-your-name,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078._SY75_.jpg
"Silence (Hush, Hush, #3)",Becca Fitzpatrick," 4.07 avg rating — 286,078 ratings",/book/show/10637766-silence,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408152i/10637766._SY75_.jpg
No Country for Old Men,Cormac McCarthy," 4.16 avg rating — 209,358 ratings",/book/show/12497.No_Country_for_Old_Men,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443231179i/12497._SY75_.jpg
Twelfth Night,William Shakespeare," 3.95 avg rating — 215,315 ratings",/book/show/1625.Twelfth_Night,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561384026i/1625._SY75_.jpg
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Michelle Hodkin," 4.02 avg rating — 185,627 ratings",/book/show/11408650-the-unbecoming-of-mara-dyer,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336655755i/11408650._SX50_.jpg
"The Darkest Minds (The Darkest Minds, #1)",Alexandra Bracken," 4.16 avg rating — 195,794 ratings",/book/show/10576365-the-darkest-minds,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343178841i/10576365._SY75_.jpg
"The Queen of Nothing (The Folk of the Air, #3)",Holly Black," 4.35 avg rating — 749,671 ratings",/book/show/26032912-the-queen-of-nothing,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553624975i/26032912._SX50_.jpg
The Truth About Forever,Sarah Dessen," 4.12 avg rating — 224,049 ratings",/book/show/51737.The_Truth_About_Forever,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362767907i/51737._SY75_.jpg
Nine Stories,J.D. Salinger," 4.18 avg rating — 149,380 ratings",/book/show/4009.Nine_Stories,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554892563i/4009._SY75_.jpg
"Du côté de chez Swann (À la recherche du temps perdu, #1)",Marcel Proust," 4.15 avg rating — 62,268 ratings",/book/show/12749.Du_c_t_de_chez_Swann,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691170561i/12749._SY75_.jpg
"Ishmael (Ishmael, #1)",Daniel Quinn," 4.01 avg rating — 99,005 ratings",/book/show/40611328-ishmael,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529680413i/40611328._SY75_.jpg
The Westing Game,Ellen Raskin," 4.00 avg rating — 217,821 ratings",/book/show/902.The_Westing_Game,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356850909i/902._SX50_.jpg
Lady Chatterley’s Lover,D.H. Lawrence," 3.50 avg rating — 128,337 ratings",/book/show/32049.Lady_Chatterley_s_Lover,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1215571713i/32049._SY75_.jpg
"Trainspotting (Mark Renton, #2)",Irvine Welsh," 4.10 avg rating — 169,370 ratings",/book/show/135836.Trainspotting,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353033083i/135836._SY75_.jpg
"Cress (The Lunar Chronicles, #3)",Marissa Meyer," 4.41 avg rating — 377,828 ratings",/book/show/13206828-cress,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057005i/13206828._SY75_.jpg
Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak," 4.29 avg rating — 16,005 ratings",/book/show/62986809-pericles-and-aspasia,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665706704i/62986809._SY75_.jpg
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore," 3.94 avg rating — 344,319 ratings",/book/show/7747374-i-am-number-four,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305807140i/7747374._SY75_.jpg
The Art of War,Sun Tzu," 3.95 avg rating — 505,219 ratings",/book/show/10534.The_Art_of_War,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326i/10534._SY75_.jpg
"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris," 4.12 avg rating — 261,433 ratings",/book/show/140077.Dead_to_the_World,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468561630i/140077._SY75_.jpg
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale," 4.14 avg rating — 144,733 ratings",/book/show/179064.The_Goose_Girl,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617553319i/179064._SY75_.jpg
I Capture the Castle,Dodie Smith," 4.00 avg rating — 107,019 ratings",/book/show/31122.I_Capture_the_Castle,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385316083i/31122._SX50_.jpg
The Silent Patient,Alex Michaelides," 4.18 avg rating — 2,413,052 ratings",/book/show/40097951-the-silent-patient,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668782119i/40097951._SY75_.jpg
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle," 4.16 avg rating — 113,356 ratings",/book/show/29127.The_Last_Unicorn,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524764327i/29127._SY75_.jpg
"Slammed (Slammed, #1)",Colleen Hoover," 4.16 avg rating — 392,639 ratings",/book/show/30333938-slammed,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464826448i/30333938._SY75_.jpg
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon," 4.56 avg rating — 60,261 ratings",/book/show/2299110.Acheron,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437687512i/2299110._SY75_.jpg
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer," 4.24 avg rating — 430,110 ratings",/book/show/13206760-scarlet,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470056982i/13206760._SY75_.jpg
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons," 4.30 avg rating — 88,095 ratings",/book/show/83144.The_Bronze_Horseman,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921996i/83144._SY75_.jpg
"You Are Special (Wemmicksville, #1)",Max Lucado," 4.45 avg rating — 52,791 ratings",/book/show/56728.You_Are_Special,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348346102i/56728._SX50_.jpg
The Hours,Michael Cunningham," 3.95 avg rating — 143,169 ratings",/book/show/11899.The_Hours,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479663379i/11899._SY75_.jpg
Sapiens: A Brief History of Humankind,Yuval Noah Harari," 4.36 avg rating — 1,073,834 ratings",/book/show/23692271-sapiens,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703329310i/23692271._SY75_.jpg
Demian,Hermann Hesse," 4.14 avg rating — 116,490 ratings",/book/show/24861.Demian,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421510580i/24861._SY75_.jpg
Cyrano de Bergerac,Edmond Rostand," 4.06 avg rating — 85,541 ratings",/book/show/15638.Cyrano_de_Bergerac,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920459i/15638._SY75_.jpg
"Drums of Autumn (Outlander, #4)",Diana Gabaldon," 4.35 avg rating — 255,028 ratings",/book/show/40909452-drums-of-autumn,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536699977i/40909452._SY75_.jpg
"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card," 4.10 avg rating — 258,865 ratings",/book/show/7967.Speaker_for_the_Dead,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295660894i/7967._SY75_.jpg
The Arabian Nights,Anonymous," 4.03 avg rating — 77,894 ratings",/book/show/93101.The_Arabian_Nights,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657544409i/93101._SY75_.jpg
Julius Caesar,William Shakespeare," 3.70 avg rating — 207,340 ratings",/book/show/13006.Julius_Caesar,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631505382i/13006._SX50_.jpg
Daisy Jones & The Six,Taylor Jenkins Reid," 4.21 avg rating — 1,584,458 ratings",/book/show/40597810-daisy-jones-the-six,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810._SY75_.jpg
"World Without End (Kingsbridge, #2)",Ken Follett," 4.31 avg rating — 255,825 ratings",/book/show/5064.World_Without_End,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509545511i/5064._SY75_.jpg
"They Both Die at the End (Death-Cast, #1)",Adam Silvera," 3.76 avg rating — 775,458 ratings",/book/show/33385229-they-both-die-at-the-end,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333138i/33385229._SY75_.jpg
The Glass Menagerie,Tennessee Williams," 3.73 avg rating — 135,329 ratings",/book/show/92517.The_Glass_Menagerie,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391591003i/92517._SY75_.jpg
"The Talisman (The Talisman, #1)",Stephen         King," 4.12 avg rating — 132,186 ratings",/book/show/59219.The_Talisman,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170530286i/59219._SX50_.jpg
We Need to Talk About Kevin,Lionel Shriver," 4.08 avg rating — 198,767 ratings",/book/show/80660.We_Need_to_Talk_About_Kevin,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865017i/80660._SY75_.jpg
"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness," 3.97 avg rating — 196,588 ratings",/book/show/20758104-the-knife-of-never-letting-go,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534503008i/20758104._SY75_.jpg
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin," 4.01 avg rating — 326,095 ratings",/book/show/13642.A_Wizard_of_Earthsea,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353424536i/13642._SY75_.jpg
