title,author,rating,details,num_reviews,num_ratings,publish_date,genres,description,image_url
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan," 4.31 avg rating — 3,114,396 ratings",/book/show/28187.The_Lightning_Thief,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602609i/28187._SY75_.jpg
Jane Eyre,Charlotte Brontë," 4.15 avg rating — 2,131,011 ratings",/book/show/10210.Jane_Eyre,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311i/10210._SY75_.jpg
The Little Prince,Antoine de Saint-Exupéry," 4.33 avg rating — 2,170,311 ratings",/book/show/157993.The_Little_Prince,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443i/157993._SY75_.jpg
The Great Gatsby,F. Scott Fitzgerald," 3.93 avg rating — 5,361,670 ratings",/book/show/4671.The_Great_Gatsby,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490528560i/4671._SY75_.jpg
"The Da Vinci Code (Robert Langdon, #2)",Dan       Brown," 3.92 avg rating — 2,386,398 ratings",/book/show/968.The_Da_Vinci_Code,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1720313229i/968._SY75_.jpg
Crime and Punishment,Fyodor Dostoevsky," 4.27 avg rating — 934,571 ratings",/book/show/7144.Crime_and_Punishment,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449i/7144._SY75_.jpg
Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll," 4.06 avg rating — 573,646 ratings",/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630487234i/24213._SX50_.jpg
"Divergent (Divergent, #1)",Veronica Roth," 4.14 avg rating — 4,066,731 ratings",/book/show/13335037-divergent,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618526890i/13335037._SY75_.jpg
Memoirs of a Geisha,Arthur Golden," 4.15 avg rating — 2,025,211 ratings",/book/show/929.Memoirs_of_a_Geisha,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409595968i/929._SY75_.jpg
Les Misérables,Victor Hugo," 4.20 avg rating — 807,367 ratings",/book/show/24280.Les_Mis_rables,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411852091i/24280._SY75_.jpg
The Alchemist,Paulo Coelho," 3.91 avg rating — 3,156,195 ratings",/book/show/865.The_Alchemist,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483412266i/865._SY75_.jpg
Lord of the Flies,William Golding," 3.69 avg rating — 2,962,754 ratings",/book/show/7624.Lord_of_the_Flies,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327869409i/7624._SY75_.jpg
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery," 4.31 avg rating — 1,006,610 ratings",/book/show/8127.Anne_of_Green_Gables,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615094578i/8127._SY75_.jpg
Romeo and Juliet,William Shakespeare," 3.74 avg rating — 2,647,629 ratings",/book/show/18135.Romeo_and_Juliet,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629680008i/18135._SY75_.jpg
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare," 4.07 avg rating — 2,032,601 ratings",/book/show/256683.City_of_Bones,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315i/256683._SY75_.jpg
"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams," 4.23 avg rating — 1,878,325 ratings",/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531891848i/11._SY75_.jpg
The Help,Kathryn Stockett," 4.47 avg rating — 2,823,596 ratings",/book/show/4667024-the-help,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622355533i/4667024._SY75_.jpg
Dracula,Bram Stoker," 4.02 avg rating — 1,304,529 ratings",/book/show/17245.Dracula,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387151694i/17245._SY75_.jpg
Charlotte’s Web,E.B. White," 4.20 avg rating — 1,883,769 ratings",/book/show/24178.Charlotte_s_Web,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628267712i/24178._SY75_.jpg
"Ender’s Game (Ender's Saga, #1)",Orson Scott Card," 4.31 avg rating — 1,396,378 ratings",/book/show/375802.Ender_s_Game,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408303130i/375802._SY75_.jpg
Of Mice and Men,John Steinbeck," 3.89 avg rating — 2,602,195 ratings",/book/show/890.Of_Mice_and_Men,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511302904i/890._SX50_.jpg
Fahrenheit 451,Ray Bradbury," 3.96 avg rating — 2,490,371 ratings",/book/show/13079982-fahrenheit-451,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383718290i/13079982._SY75_.jpg
The Catcher in the Rye,J.D. Salinger," 3.80 avg rating — 3,598,678 ratings",/book/show/5107.The_Catcher_in_the_Rye,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300i/5107._SY75_.jpg
One Hundred Years of Solitude,Gabriel García Márquez," 4.12 avg rating — 994,180 ratings",/book/show/320.One_Hundred_Years_of_Solitude,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361i/320._SX50_.jpg
Brave New World,Aldous Huxley," 3.99 avg rating — 1,897,565 ratings",/book/show/5129.Brave_New_World,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575509280i/5129._SY75_.jpg
A Thousand Splendid Suns,Khaled Hosseini," 4.44 avg rating — 1,571,381 ratings",/book/show/128029.A_Thousand_Splendid_Suns,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655336738i/128029._SY75_.jpg
The Time Traveler’s Wife,Audrey Niffenegger," 4.00 avg rating — 1,803,623 ratings",/book/show/18619684-the-time-traveler-s-wife,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380660571i/18619684._SX50_.jpg
The Princess Bride,William Goldman," 4.27 avg rating — 910,385 ratings",/book/show/21787.The_Princess_Bride,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327903636i/21787._SY75_.jpg
The Secret Garden,Frances Hodgson Burnett," 4.16 avg rating — 1,200,518 ratings",/book/show/2998.The_Secret_Garden,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873635i/2998._SY75_.jpg
The Outsiders,S.E. Hinton," 4.13 avg rating — 1,391,778 ratings",/book/show/231804.The_Outsiders,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442129426i/231804._SY75_.jpg
"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin," 4.44 avg rating — 2,541,331 ratings",/book/show/13496.A_Game_of_Thrones,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496._SY75_.jpg
Little Women,Louisa May Alcott," 4.16 avg rating — 2,276,883 ratings",/book/show/1934.Little_Women,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562690475i/1934._SY75_.jpg
1984,George Orwell," 4.19 avg rating — 4,755,997 ratings",/book/show/40961427-1984,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532714506i/40961427._SX50_.jpg
"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle," 3.98 avg rating — 1,219,784 ratings",/book/show/33574273-a-wrinkle-in-time,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507963312i/33574273._SX50_.jpg
The Odyssey,Homer," 3.81 avg rating — 1,104,167 ratings",/book/show/1381.The_Odyssey,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1711957706i/1381._SY75_.jpg
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling," 4.62 avg rating — 3,793,315 ratings",/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663805647i/136251._SY75_.jpg
Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley," 3.87 avg rating — 1,642,541 ratings",/book/show/35031085-frankenstein,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631088473i/35031085._SY75_.jpg
The Kite Runner,Khaled Hosseini," 4.35 avg rating — 3,213,483 ratings",/book/show/77203.The_Kite_Runner,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579036753i/77203._SY75_.jpg
"The Giver (The Giver, #1)",Lois Lowry," 4.12 avg rating — 2,549,321 ratings",/book/show/3636.The_Giver,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342493368i/3636._SY75_.jpg
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling," 4.47 avg rating — 10,323,504 ratings",/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474154022i/3._SY75_.jpg
"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood," 4.14 avg rating — 2,108,520 ratings",/book/show/38447.The_Handmaid_s_Tale,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274i/38447._SY75_.jpg
Where the Wild Things Are,Maurice Sendak," 4.25 avg rating — 1,015,820 ratings",/book/show/19543.Where_the_Wild_Things_Are,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384434560i/19543._SX50_.jpg
The Lovely Bones,Alice Sebold," 3.86 avg rating — 2,381,978 ratings",/book/show/12232938-the-lovely-bones,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457810586i/12232938._SY75_.jpg
The Adventures of Huckleberry Finn,Mark Twain," 3.83 avg rating — 1,278,300 ratings",/book/show/2956.The_Adventures_of_Huckleberry_Finn,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546096879i/2956._SX50_.jpg
Green Eggs and Ham,Dr. Seuss," 4.31 avg rating — 790,760 ratings",/book/show/23772.Green_Eggs_and_Ham,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673212751i/23772._SX50_.jpg
Life of Pi,Yann Martel," 3.94 avg rating — 1,651,695 ratings",/book/show/4214.Life_of_Pi,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631251689i/4214._SY75_.jpg
A Tale of Two Cities,Charles Dickens," 3.87 avg rating — 961,444 ratings",/book/show/1953.A_Tale_of_Two_Cities,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344922523i/1953._SY75_.jpg
"Dune (Dune, #1)",Frank Herbert," 4.27 avg rating — 1,433,549 ratings",/book/show/44767458-dune,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555447414i/44767458._SY75_.jpg
Lolita,Vladimir Nabokov," 3.88 avg rating — 869,052 ratings",/book/show/7604.Lolita,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377756377i/7604._SY75_.jpg
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling," 4.58 avg rating — 4,317,359 ratings",/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630547330i/5._SY75_.jpg
Slaughterhouse-Five,Kurt Vonnegut Jr.," 4.10 avg rating — 1,390,300 ratings",/book/show/4981.Slaughterhouse_Five,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440319389i/4981._SY75_.jpg
Water for Elephants,Sara Gruen," 4.11 avg rating — 1,636,504 ratings",/book/show/43641.Water_for_Elephants,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722456144i/43641._SY75_.jpg
The Bell Jar,Sylvia Plath," 4.06 avg rating — 1,016,531 ratings",/book/show/6514.The_Bell_Jar,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514._SY75_.jpg
Matilda,Roald Dahl," 4.33 avg rating — 986,180 ratings",/book/show/39988.Matilda,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988._SY75_.jpg
The Stand,Stephen         King," 4.35 avg rating — 775,370 ratings",/book/show/149267.The_Stand,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305i/149267._SX50_.jpg
Catch-22,Joseph Heller," 3.99 avg rating — 840,637 ratings",/book/show/168668.Catch_22,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463157317i/168668._SY75_.jpg
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle," 4.29 avg rating — 350,798 ratings",/book/show/3590.The_Adventures_of_Sherlock_Holmes,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1164045516i/3590._SY75_.jpg
"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett," 4.34 avg rating — 776,442 ratings",/book/show/5043.The_Pillars_of_the_Earth,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576956100i/5043._SY75_.jpg
Rebecca,Daphne du Maurier," 4.24 avg rating — 645,777 ratings",/book/show/17899948-rebecca,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386605169i/17899948._SX50_.jpg
"The Fellowship of the Ring (Middle Earth, #1)",J.R.R. Tolkien," 4.39 avg rating — 2,855,481 ratings",/book/show/61215351-the-fellowship-of-the-ring,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654215925i/61215351._SY75_.jpg
"Watership Down (Watership Down, #1)",Richard  Adams," 4.08 avg rating — 486,133 ratings",/book/show/76620.Watership_Down,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405136931i/76620._SY75_.jpg
Great Expectations,Charles Dickens," 3.79 avg rating — 817,244 ratings",/book/show/2623.Great_Expectations,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631687432i/2623._SY75_.jpg
"Outlander (Outlander, #1)",Diana Gabaldon," 4.26 avg rating — 1,078,702 ratings",/book/show/10964.Outlander,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659086907i/10964._SY75_.jpg
"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson," 4.17 avg rating — 3,237,216 ratings",/book/show/2429135.The_Girl_with_the_Dragon_Tattoo,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684638853i/2429135._SX50_.jpg
The Color Purple,Alice Walker," 4.27 avg rating — 702,181 ratings",/book/show/52892857-the-color-purple,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703084419i/52892857._SY75_.jpg
One Flew Over the Cuckoo’s Nest,Ken Kesey," 4.20 avg rating — 742,481 ratings",/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516211014i/332613._SX50_.jpg
Anna Karenina,Leo Tolstoy," 4.09 avg rating — 864,306 ratings",/book/show/15823480-anna-karenina,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546091617i/15823480._SX50_.jpg
My Sister’s Keeper,Jodi Picoult," 4.10 avg rating — 1,233,387 ratings",/book/show/10917.My_Sister_s_Keeper,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369504683i/10917._SY75_.jpg
The Brothers Karamazov,Fyodor Dostoevsky," 4.37 avg rating — 342,794 ratings",/book/show/4934.The_Brothers_Karamazov,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427728126i/4934._SX50_.jpg
A Tree Grows in Brooklyn,Betty  Smith," 4.30 avg rating — 475,310 ratings",/book/show/14891.A_Tree_Grows_in_Brooklyn,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891._SY75_.jpg
A Clockwork Orange,Anthony Burgess," 4.00 avg rating — 724,492 ratings",/book/show/41817486-a-clockwork-orange,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549260060i/41817486._SX50_.jpg
And Then There Were None,Agatha Christie," 4.28 avg rating — 1,407,755 ratings",/book/show/16299.And_Then_There_Were_None,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638425885i/16299._SY75_.jpg
The Road,Cormac McCarthy," 3.99 avg rating — 930,795 ratings",/book/show/6288.The_Road,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600241424i/6288._SY75_.jpg
To Kill a Mockingbird,Harper Lee," 4.26 avg rating — 6,291,758 ratings",/book/show/2654.To_Kill_a_Mockingbird,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554368352i/2654._SX50_.jpg
"The Golden Compass (His Dark Materials, #1)",Philip Pullman," 4.02 avg rating — 1,545,726 ratings",/book/show/119322.The_Golden_Compass,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203i/119322._SX50_.jpg
It,Stephen         King," 4.24 avg rating — 1,143,747 ratings",/book/show/830502.It,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842i/830502._SY75_.jpg
"The Shining (The Shining, #1)",Stephen         King," 4.27 avg rating — 1,531,220 ratings",/book/show/11588.The_Shining,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588._SY75_.jpg
"Vampire Academy (Vampire Academy, #1)",Richelle Mead," 4.11 avg rating — 653,422 ratings",/book/show/345627.Vampire_Academy,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361098973i/345627._SY75_.jpg
Siddhartha,Hermann Hesse," 4.07 avg rating — 790,336 ratings",/book/show/52036.Siddhartha,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629378189i/52036._SY75_.jpg
"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt," 4.15 avg rating — 635,961 ratings",/book/show/252577.Angela_s_Ashes,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348317139i/252577._SY75_.jpg
The Complete Stories and Poems,Edgar Allan Poe," 4.40 avg rating — 278,385 ratings",/book/show/23919.The_Complete_Stories_and_Poems,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942676i/23919._SY75_.jpg
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice," 4.02 avg rating — 601,627 ratings",/book/show/43763.Interview_with_the_Vampire,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763._SY75_.jpg
Don Quixote,Miguel de Cervantes Saavedra," 3.90 avg rating — 278,827 ratings",/book/show/3836.Don_Quixote,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546112331i/3836._SX50_.jpg
The Old Man and the Sea,Ernest Hemingway," 3.80 avg rating — 1,181,696 ratings",/book/show/2165.The_Old_Man_and_the_Sea,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714i/2165._SY75_.jpg
The Poisonwood Bible,Barbara Kingsolver," 4.10 avg rating — 754,401 ratings",/book/show/7244.The_Poisonwood_Bible,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244._SY75_.jpg
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling," 4.57 avg rating — 3,797,439 ratings",/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554006152i/6._SX50_.jpg
Atlas Shrugged,Ayn Rand," 3.69 avg rating — 393,727 ratings",/book/show/662.Atlas_Shrugged,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405868167i/662._SY75_.jpg
"The Notebook (The Notebook, #1)",Nicholas Sparks," 4.15 avg rating — 1,726,604 ratings",/book/show/33648131-the-notebook,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483183484i/33648131._SY75_.jpg
